node_id,vertex_index,   ,x,y,z,  ,exported_x,exported_y,exported_z,  
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],195,   ,-11,126,79,   ,-13,-127,75,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],196,   ,-18,123,64,   ,-22,125,59,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],197,   ,-31,116,47,   ,-40,112,38,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],198,   ,-28,120,49,   ,-33,123,44,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],199,   ,-57,115,22,   ,-65,116,18,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],200,   ,-58,120,22,   ,-46,126,31,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],201,   ,-57,115,23,   ,-48,119,30,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],202,   ,28,118,-48,   ,30,122,-45,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],203,   ,28,119,-50,   ,33,117,-43,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],204,   ,34,120,-43,   ,37,119,-38,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],205,   ,47,122,-29,   ,51,118,-26,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],206,   ,62,-127,-19,   ,76,123,-11,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],207,   ,78,-125,-11,   ,97,125,-4,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],208,   ,91,-122,-7,   ,107,120,-2,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],209,   ,101,-121,-5,   ,111,121,-1,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],210,   ,87,-117,-8,   ,96,119,-4,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],211,   ,77,-97,-16,   ,88,126,-6,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],212,   ,-107,-98,-7,   ,-95,-121,-5,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],213,   ,-98,-90,-12,   ,-71,127,-14,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],214,   ,-109,122,-3,   ,-108,124,-2,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],215,   ,-121,-124,-2,   ,-115,122,-1,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],216,   ,-79,126,-12,   ,-77,117,-11,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],217,   ,-50,120,-29,   ,-51,121,-27,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],218,   ,-31,-111,-50,   ,-29,125,-48,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],219,   ,-29,124,-50,   ,-29,125,-48,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],220,   ,-14,-127,-74,   ,-15,-127,-69,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],221,   ,-17,-98,-77,   ,-14,-124,-71,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],222,   ,-10,-82,123,   ,-4,118,-104,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],223,   ,-4,-106,116,   ,-4,107,-107,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],224,   ,-4,122,-106,   ,-5,-126,-98,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],225,   ,-28,120,-51,   ,-28,121,-49,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],226,   ,-69,122,-16,   ,-69,124,-15,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],227,   ,-74,121,-14,   ,-75,122,-12,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],228,   ,-21,123,-62,   ,-23,124,-56,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],229,   ,-17,125,-68,   ,-16,127,-68,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],230,   ,-10,126,-83,   ,-9,126,-83,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],231,   ,-27,120,-53,   ,-26,122,-53,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],232,   ,-5,100,-128,   ,-3,104,126,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],233,   ,-3,-126,-108,   ,-4,-118,-100,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],234,   ,-21,93,-69,   ,-4,-118,-101,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],235,   ,-20,96,-70,   ,-8,-105,-94,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],236,   ,-11,103,-87,   ,-3,-127,-103,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],237,   ,-5,109,-105,   ,-2,-121,-110,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],238,   ,-44,34,105,   ,-2,120,118,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],239,   ,-34,46,98,   ,-1,126,120,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],240,   ,-2,126,126,   ,-1,-126,-124,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],241,   ,-2,126,-126,   ,-2,-119,-120,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],242,   ,-33,-50,-101,   ,-1,124,-117,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],243,   ,-43,-37,-108,   ,-1,120,-122,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],244,   ,-5,-112,103,   ,-3,116,108,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],245,   ,-4,-127,100,   ,-3,-121,107,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],246,   ,-2,-128,120,   ,-2,117,117,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],247,   ,-6,-126,92,   ,-8,121,87,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],248,   ,-2,126,119,   ,-1,-121,127,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],249,   ,-14,124,71,   ,-13,127,75,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],250,   ,-29,-127,47,   ,-26,-127,53,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],251,   ,-51,-124,27,   ,-51,-122,28,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],252,   ,-110,-126,1,   ,-108,-125,3,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],253,   ,-11,-106,84,   ,-2,-126,110,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],254,   ,-20,-99,67,   ,-8,103,94,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],255,   ,-3,123,105,   ,-2,-126,113,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],256,   ,-22,-97,67,   ,-4,118,103,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],257,   ,-4,-102,124,   ,-3,-104,-125,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],258,   ,-4,-125,103,   ,-3,-119,108,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],259,   ,-4,103,-119,   ,-4,-108,109,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],260,   ,-11,80,-127,   ,-3,-119,106,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],261,   ,-17,96,74,   ,-13,123,74,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],262,   ,-31,109,47,   ,-28,-125,51,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],263,   ,-79,-128,10,   ,-82,-113,11,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],264,   ,-121,124,0,   ,-115,-124,2,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],265,   ,-100,87,10,   ,-73,-126,14,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],266,   ,-77,123,11,   ,-74,122,13,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],267,   ,-91,120,5,   ,-96,123,5,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],268,   ,-110,120,1,   ,-99,119,5,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],269,   ,-115,119,1,   ,-109,120,3,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],270,   ,-121,123,0,   ,-112,125,2,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],271,   ,127,121,0,   ,123,120,1,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],272,   ,-118,117,0,   ,-120,108,3,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],273,   ,-111,89,7,   ,-94,125,6,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],274,   ,-92,123,5,   ,-97,-124,5,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],275,   ,-91,120,5,   ,-84,119,9,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],276,   ,-124,123,0,   ,-121,121,1,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],277,   ,98,126,3,   ,100,126,4,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],278,   ,83,127,7,   ,83,-127,9,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],279,   ,66,-126,15,   ,64,-125,18,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],280,   ,61,-126,18,   ,62,-124,19,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],281,   ,63,-126,17,   ,59,-126,21,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],282,   ,29,-122,46,   ,28,-122,49,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],283,   ,28,-122,47,   ,29,-119,49,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],284,   ,34,-123,40,   ,33,-120,43,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],285,   ,48,-126,27,   ,48,-117,30,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],286,   ,63,125,17,   ,71,-115,15,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],287,   ,79,123,9,   ,90,-116,7,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],288,   ,92,120,5,   ,102,-116,4,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],289,   ,101,118,3,   ,107,-120,3,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],290,   ,89,115,6,   ,93,-123,6,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],291,   ,76,89,17,   ,84,126,9,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],292,   ,-31,117,45,   ,-24,122,56,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],293,   ,-37,-124,38,   ,-35,-123,42,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],294,   ,16,-121,-67,   ,16,-115,-67,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],295,   ,12,122,-75,   ,11,125,-75,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],296,   ,12,-122,-76,   ,11,-114,-77,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],297,   ,8,83,-121,   ,9,80,-118,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],298,   ,9,93,-95,   ,12,84,-97,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],299,   ,7,99,-99,   ,7,95,-99,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],300,   ,10,108,-83,   ,11,112,-79,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],301,   ,11,115,-77,   ,14,96,-78,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],302,   ,16,-121,-68,   ,13,127,-70,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],303,   ,26,71,73,   ,24,73,78,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],304,   ,8,84,111,   ,24,58,101,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],305,   ,40,51,72,   ,15,77,94,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],306,   ,32,47,99,   ,4,96,-126,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],307,   ,25,51,120,   ,4,102,-109,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],308,   ,24,52,-119,   ,8,110,-88,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],309,   ,23,63,-94,   ,14,115,-70,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],310,   ,23,95,-64,   ,26,122,-50,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],311,   ,3,-105,-115,   ,4,-104,-106,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],312,   ,1,116,-114,   ,4,-113,-99,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],313,   ,123,-17,-68,   ,6,-98,106,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],314,   ,-7,109,-96,   ,5,-93,122,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],315,   ,-125,-2,122,   ,8,-95,100,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],316,   ,6,-87,126,   ,5,-95,-121,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],317,   ,-110,-12,80,   ,25,-75,74,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],318,   ,104,-53,28,   ,24,-120,54,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],319,   ,26,-55,107,   ,17,-65,123,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],320,   ,38,-79,-53,   ,49,-45,-73,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],321,   ,-24,-91,-68,   ,34,101,46,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],322,   ,2,-107,-124,   ,68,-72,31,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],323,   ,77,-97,-16,   ,121,-27,52,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],324,   ,111,72,13,   ,112,72,15,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],325,   ,-100,87,10,   ,120,45,32,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],326,   ,109,86,8,   ,110,87,9,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],327,   ,-111,89,7,   ,-127,49,28,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],328,   ,-121,124,0,   ,97,73,18,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],329,   ,-54,92,31,   ,113,64,19,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],330,   ,-24,72,78,   ,109,73,15,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],331,   ,-95,84,12,   ,108,104,5,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],332,   ,-18,82,82,   ,124,-103,4,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],333,   ,3,98,-122,   ,92,-84,14,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],334,   ,76,89,17,   ,73,73,27,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],335,   ,3,98,-122,   ,76,71,-26,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],336,   ,76,89,17,   ,103,11,-82,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],337,   ,25,53,-111,   ,23,56,-116,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],338,   ,40,71,53,   ,62,27,86,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],339,   ,6,86,127,   ,4,95,123,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],340,   ,16,115,65,   ,13,123,72,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],341,   ,12,-119,74,   ,12,-110,79,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],342,   ,12,116,73,   ,13,111,74,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],343,   ,16,120,64,   ,15,118,69,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],344,   ,2,104,113,   ,4,101,110,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],345,   ,116,14,70,   ,6,110,-94,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],346,   ,127,0,-125,   ,6,107,-95,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],347,   ,-107,9,-84,   ,26,73,-73,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],348,   ,115,45,-33,   ,21,121,-58,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],349,   ,-18,82,82,   ,65,-123,-16,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],350,   ,6,-91,116,   ,7,-89,119,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],351,   ,7,-101,96,   ,7,-97,100,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],352,   ,9,-98,92,   ,10,-89,97,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],353,   ,10,-108,80,   ,11,-113,80,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],354,   ,12,-118,73,   ,14,-113,73,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],355,   ,-7,-100,103,   ,8,116,-85,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],356,   ,0,-113,126,   ,1,120,116,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],357,   ,23,-98,61,   ,22,-124,58,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],358,   ,23,-65,92,   ,14,-115,73,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],359,   ,26,-53,117,   ,7,-110,90,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],360,   ,30,-46,-117,   ,4,-102,109,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],361,   ,29,-51,-102,   ,5,-92,-125,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],362,   ,7,-89,-115,   ,12,-80,-103,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],363,   ,39,-54,-75,   ,11,-85,-97,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],364,   ,25,-73,-75,   ,24,-74,-76,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],365,   ,-5,109,-103,   ,-27,-51,121,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],366,   ,-34,-47,105,   ,-31,-52,100,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],367,   ,-4,103,125,   ,-36,-50,88,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],368,   ,-8,98,97,   ,-56,-48,62,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],369,   ,-64,-38,65,   ,-60,-31,82,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],370,   ,-10,111,83,   ,-82,-36,54,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],371,   ,-5,100,-128,   ,-77,-48,44,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],372,   ,-4,-106,116,   ,-68,-45,54,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],373,   ,-10,-82,123,   ,-42,-40,97,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],374,   ,-121,-124,-2,   ,-99,98,-7,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],375,   ,-79,126,-12,   ,-83,-124,-8,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],376,   ,-57,-92,-31,   ,-36,-105,-43,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],377,   ,-23,-113,-60,   ,-22,-121,-59,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],378,   ,-31,-111,-50,   ,-39,-75,-53,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],379,   ,-17,-98,-77,   ,-27,-64,-84,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],380,   ,-24,-105,-60,   ,-22,-111,-59,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],381,   ,-21,-75,-88,   ,-19,-76,-90,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],382,   ,-13,96,-85,   ,-21,-65,-103,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],383,   ,-25,73,-77,   ,-18,-92,-76,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],384,   ,-46,40,-85,   ,-27,-113,-52,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],385,   ,-31,49,-109,   ,-6,-111,-96,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],386,   ,-3,-111,113,   ,-2,-117,116,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],387,   ,-6,116,93,   ,-6,126,93,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],388,   ,-4,-120,101,   ,-6,120,93,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],389,   ,-24,-75,-81,   ,-4,-100,125,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],390,   ,-24,-91,-68,   ,122,100,-3,   
test_mesh_vertices[uPl00ChrisNormal.arc.exported-->pl0000.mod-->meshes_array-29],391,   ,2,-107,-124,   ,98,82,-12,   
